epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
945,22501.8,0.24995,0.23717,0.80316,0.98052,1,0.99476,0.98692,0.20127,0.19474,0.76545,0.00013088,0.00013088,0.00013088
946,22516.7,0.31361,0.25019,0.82476,0.98296,1,0.99476,0.98517,0.20111,0.19545,0.76535,0.0001289,0.0001289,0.0001289
947,22531.7,0.3185,0.25456,0.8269,0.98296,1,0.99476,0.98517,0.20111,0.19545,0.76535,0.00012692,0.00012692,0.00012692
948,22546.6,0.26177,0.23936,0.81696,0.98389,1,0.99476,0.98509,0.2011,0.19727,0.76516,0.00012494,0.00012494,0.00012494
949,22561.3,0.27014,0.23439,0.81308,0.98389,1,0.99476,0.98509,0.2011,0.19727,0.76516,0.00012296,0.00012296,0.00012296
950,22576.2,0.30805,0.24998,0.81777,0.98306,1,0.99476,0.98538,0.20015,0.1999,0.76505,0.00012098,0.00012098,0.00012098
951,22590.7,0.31322,0.25886,0.82164,0.98306,1,0.99476,0.98538,0.20015,0.1999,0.76505,0.000119,0.000119,0.000119
952,22605.5,0.33873,0.25209,0.83253,0.98077,1,0.99476,0.9849,0.19925,0.20045,0.76506,0.00011702,0.00011702,0.00011702
953,22620.7,0.28516,0.24876,0.82585,0.98077,1,0.99476,0.9849,0.19925,0.20045,0.76506,0.00011504,0.00011504,0.00011504
954,22635.2,0.26042,0.23582,0.85137,0.98127,1,0.99476,0.98469,0.19963,0.1992,0.76506,0.00011306,0.00011306,0.00011306
955,22650.2,0.30918,0.26262,0.80133,0.98127,1,0.99476,0.98469,0.19963,0.1992,0.76506,0.00011108,0.00011108,0.00011108
956,22664.7,0.32637,0.26477,0.81656,0.98201,1,0.99476,0.98482,0.20199,0.1984,0.76537,0.0001091,0.0001091,0.0001091
957,22679.2,0.33068,0.2694,0.81448,0.98201,1,0.99476,0.98482,0.20199,0.1984,0.76537,0.00010712,0.00010712,0.00010712
958,22693.8,0.30288,0.26063,0.81767,0.9889,0.98765,0.99488,0.98396,0.20658,0.19838,0.7659,0.00010514,0.00010514,0.00010514
959,22708.4,0.29106,0.2451,0.79805,0.9889,0.98765,0.99488,0.98396,0.20658,0.19838,0.7659,0.00010316,0.00010316,0.00010316
960,22723.2,0.26865,0.23286,0.83323,0.99274,0.98765,0.99488,0.98388,0.211,0.19926,0.76664,0.00010118,0.00010118,0.00010118
961,22737.8,0.33657,0.27687,0.85003,0.99274,0.98765,0.99488,0.98388,0.211,0.19926,0.76664,9.92e-05,9.92e-05,9.92e-05
962,22752.2,0.26245,0.23364,0.81553,0.99347,0.98765,0.99488,0.98394,0.21142,0.20014,0.76679,9.722e-05,9.722e-05,9.722e-05
963,22766.7,0.31006,0.26621,0.83573,0.99347,0.98765,0.99488,0.98394,0.21142,0.20014,0.76679,9.524e-05,9.524e-05,9.524e-05
964,22781.8,0.26235,0.23455,0.80237,0.99386,0.98765,0.99488,0.98453,0.21048,0.19952,0.76677,9.326e-05,9.326e-05,9.326e-05
965,22796.4,0.27008,0.25096,0.84264,0.99386,0.98765,0.99488,0.98453,0.21048,0.19952,0.76677,9.128e-05,9.128e-05,9.128e-05
966,22811.1,0.30589,0.26051,0.82276,0.99417,0.98765,0.99488,0.98453,0.20921,0.19843,0.7666,8.93e-05,8.93e-05,8.93e-05
967,22826.1,0.27513,0.23031,0.81212,0.99417,0.98765,0.99488,0.98453,0.20921,0.19843,0.7666,8.732e-05,8.732e-05,8.732e-05
968,22842,0.27946,0.27604,0.84041,0.99905,0.98765,0.99488,0.98452,0.20692,0.19723,0.76629,8.534e-05,8.534e-05,8.534e-05
969,22857.6,0.27407,0.22384,0.82625,0.99905,0.98765,0.99488,0.98452,0.20692,0.19723,0.76629,8.336e-05,8.336e-05,8.336e-05
970,22872.5,0.29709,0.24575,0.83356,0.99855,0.98765,0.99488,0.98445,0.20392,0.19576,0.76598,8.138e-05,8.138e-05,8.138e-05
971,22887.9,0.31899,0.26033,0.82753,0.99855,0.98765,0.99488,0.98445,0.20392,0.19576,0.76598,7.94e-05,7.94e-05,7.94e-05
972,22903.1,0.25486,0.2417,0.78644,1,0.99388,0.995,0.98343,0.20019,0.19418,0.76569,7.742e-05,7.742e-05,7.742e-05
973,22917.8,0.27095,0.23748,0.82364,1,0.99388,0.995,0.98343,0.20019,0.19418,0.76569,7.544e-05,7.544e-05,7.544e-05
974,22932.8,0.30258,0.2527,0.82024,0.999,0.98765,0.99488,0.98342,0.19629,0.19318,0.76519,7.346e-05,7.346e-05,7.346e-05
975,22948,0.30203,0.2636,0.82305,0.999,0.98765,0.99488,0.98342,0.19629,0.19318,0.76519,7.148e-05,7.148e-05,7.148e-05
976,22963.3,0.28856,0.24307,0.82275,0.9992,0.98765,0.99488,0.98335,0.19406,0.193,0.76482,6.95e-05,6.95e-05,6.95e-05
977,22978.2,0.26913,0.22863,0.7932,0.9992,0.98765,0.99488,0.98335,0.19406,0.193,0.76482,6.752e-05,6.752e-05,6.752e-05
978,22992.8,0.27418,0.25022,0.81849,0.9991,0.98765,0.99488,0.98413,0.19265,0.193,0.76458,6.554e-05,6.554e-05,6.554e-05
979,23007.6,0.333,0.26082,0.83445,0.9991,0.98765,0.99488,0.98413,0.19265,0.193,0.76458,6.356e-05,6.356e-05,6.356e-05
980,23022.5,0.33004,0.26773,0.80688,0.9992,0.98765,0.99488,0.98419,0.19222,0.19204,0.76447,6.158e-05,6.158e-05,6.158e-05
981,23037,0.28021,0.24904,0.80091,0.9992,0.98765,0.99488,0.98419,0.19222,0.19204,0.76447,5.96e-05,5.96e-05,5.96e-05
982,23051.6,0.24931,0.22322,0.81851,0.99942,0.98765,0.99488,0.98417,0.1934,0.19245,0.76448,5.762e-05,5.762e-05,5.762e-05
983,23066.3,0.26801,0.22453,0.79274,0.99942,0.98765,0.99488,0.98417,0.1934,0.19245,0.76448,5.564e-05,5.564e-05,5.564e-05
984,23081.3,0.28409,0.23833,0.82425,1,0.99405,0.995,0.98431,0.19397,0.19257,0.76455,5.366e-05,5.366e-05,5.366e-05
985,23095.8,0.30859,0.25765,0.81846,1,0.99405,0.995,0.98431,0.19397,0.19257,0.76455,5.168e-05,5.168e-05,5.168e-05
986,23110.7,0.30835,0.25922,0.8062,1,0.9943,0.995,0.98422,0.19485,0.19245,0.76464,4.97e-05,4.97e-05,4.97e-05
987,23125.5,0.27386,0.23645,0.82342,1,0.9943,0.995,0.98422,0.19485,0.19245,0.76464,4.772e-05,4.772e-05,4.772e-05
988,23140.3,0.31429,0.25582,0.83842,1,0.9942,0.995,0.98422,0.19538,0.19219,0.76459,4.574e-05,4.574e-05,4.574e-05
989,23155.1,0.29069,0.23966,0.82039,1,0.9942,0.995,0.98422,0.19538,0.19219,0.76459,4.376e-05,4.376e-05,4.376e-05
990,23169.8,0.2647,0.25037,0.82505,1,0.99437,0.995,0.98411,0.19532,0.19242,0.76457,4.178e-05,4.178e-05,4.178e-05
991,23184.4,0.27752,0.22351,0.75494,1,0.99437,0.995,0.98411,0.19532,0.19242,0.76457,3.98e-05,3.98e-05,3.98e-05
992,23198.9,0.29943,0.23038,0.78401,1,0.99514,0.995,0.98406,0.19697,0.19285,0.76477,3.782e-05,3.782e-05,3.782e-05
993,23213.3,0.25352,0.21184,0.81196,1,0.99514,0.995,0.98406,0.19697,0.19285,0.76477,3.584e-05,3.584e-05,3.584e-05
994,23227.4,0.26167,0.22657,0.80449,1,0.99598,0.995,0.98356,0.19742,0.19322,0.76489,3.386e-05,3.386e-05,3.386e-05
995,23241.6,0.31002,0.23593,0.78944,1,0.99598,0.995,0.98356,0.19742,0.19322,0.76489,3.188e-05,3.188e-05,3.188e-05
996,23256.3,0.27258,0.22436,0.78934,1,0.99675,0.995,0.9833,0.1983,0.19282,0.76497,2.99e-05,2.99e-05,2.99e-05
997,23271.7,0.26492,0.2256,0.76421,1,0.99675,0.995,0.9833,0.1983,0.19282,0.76497,2.792e-05,2.792e-05,2.792e-05
998,23286.6,0.25689,0.21421,0.79065,1,0.9972,0.995,0.9833,0.19861,0.19333,0.76498,2.594e-05,2.594e-05,2.594e-05
999,23301.2,0.28206,0.2207,0.79649,1,0.9972,0.995,0.9833,0.19861,0.19333,0.76498,2.396e-05,2.396e-05,2.396e-05
1000,23315.8,0.23131,0.2131,0.77805,1,0.99773,0.995,0.98311,0.1988,0.19389,0.76504,2.198e-05,2.198e-05,2.198e-05
